current_time,Temperature-outside,Humidity-outside,Pressure-outside,GasResistance-outside
2024-08-19 05:40:04,30.18098,86.11647,997.5467,18363
2024-08-19 05:41:05,30.25793,85.90401,997.548,18348
2024-08-19 05:42:06,30.33215,85.74266,997.5511,18257
2024-08-19 05:43:08,30.41301,85.19539,997.5869,18227
2024-08-19 05:44:09,30.48332,85.06702,997.6177,18167
2024-08-19 05:45:10,30.49992,85.1409,997.6359,18167
2024-08-19 05:46:11,30.47941,85.25291,997.6389,18167
2024-08-19 05:47:13,30.44172,85.33249,997.6429,18152
2024-08-19 05:48:14,30.39894,85.55914,997.6397,18152
2024-08-19 05:49:15,30.36594,85.67784,997.6536,18197
2024-08-19 05:50:17,30.34934,85.63911,997.6403,18227
2024-08-19 05:51:18,30.34133,85.93058,997.6418,18182
2024-08-19 05:52:19,30.31066,86.29618,997.6191,18227
2024-08-19 05:53:21,30.24992,86.59344,997.6361,18272
2024-08-19 05:54:22,30.23234,86.30869,997.6768,18302
2024-08-19 05:55:23,30.30246,85.81229,997.7172,18227
2024-08-19 05:56:25,30.42863,85.39986,997.7519,18152
2024-08-19 05:57:26,30.55383,85.3097,997.7815,18078
2024-08-19 05:58:27,30.61086,84.86532,997.8033,18063
2024-08-19 05:59:28,30.65559,84.64169,997.7972,17961
2024-08-19 06:00:30,30.72727,84.33568,997.8102,17946
2024-08-19 06:01:31,30.77746,84.62524,997.8097,17845
2024-08-19 06:02:32,30.78293,84.32909,997.808,17946
2024-08-19 06:03:34,30.83098,84.00548,997.7835,17845
2024-08-19 06:04:36,30.89231,83.96407,997.7823,17716
2024-08-19 06:05:37,30.88938,84.17741,997.783,17773
2024-08-19 06:06:38,30.83274,84.56858,997.7744,17787
2024-08-19 06:07:40,30.79836,84.43898,997.7659,17801
2024-08-19 06:08:41,30.76731,84.54837,997.7706,17873
2024-08-19 06:09:42,30.72531,84.64309,997.7754,17888
2024-08-19 06:10:43,30.7175,84.50652,997.775,17845
2024-08-19 06:11:45,30.74074,84.53089,997.7556,17873
2024-08-19 06:12:46,30.7007,84.96381,997.7833,17946
2024-08-19 06:13:48,30.59895,85.17013,997.7992,18034
2024-08-19 06:14:49,30.50539,85.65909,997.7911,18063
2024-08-19 06:15:50,30.44875,85.53252,997.8,18122
2024-08-19 06:16:52,30.42551,85.83701,997.8105,18093
2024-08-19 06:17:53,30.40734,85.89912,997.8285,18152
2024-08-19 06:18:54,30.38547,85.99725,997.8383,18152
2024-08-19 06:19:55,30.36789,85.95094,997.8449,18167
2024-08-19 06:20:57,30.35539,86.0061,997.8499,18152
2024-08-19 06:21:58,30.33996,86.10696,997.8546,18227
2024-08-19 06:22:59,30.355,86.01765,997.8451,18182
2024-08-19 06:24:01,30.42336,85.74002,997.8517,18093
2024-08-19 06:25:02,30.50617,85.55688,997.8577,18063
2024-08-19 06:26:03,30.56887,85.5172,997.8586,17990
2024-08-19 06:27:05,30.62375,85.18352,997.8694,17990
2024-08-19 06:28:06,30.68684,84.80234,997.8739,17902
2024-08-19 06:29:07,30.77922,84.48592,997.915,17888
2024-08-19 06:30:09,30.89328,84.15155,997.9364,17859
2024-08-19 06:31:10,30.9802,84.10487,997.9451,17730
2024-08-19 06:32:11,31.00559,83.97935,997.9553,17744
2024-08-19 06:33:13,31.03977,83.91295,997.9453,17575
2024-08-19 06:34:14,31.06672,83.9614,997.9526,17603
2024-08-19 06:35:15,31.14992,83.35357,997.967,17519
2024-08-19 06:36:16,31.33332,82.50919,997.9852,17478
2024-08-19 06:37:18,31.49269,82.27077,997.999,17382
2024-08-19 06:38:19,31.65559,81.66166,997.9902,17259
2024-08-19 06:39:20,31.86047,80.90736,998.0053,17166
2024-08-19 06:40:22,32.06867,80.18459,998.0076,17073
2024-08-19 06:41:23,32.25383,79.7718,998.0085,17033
2024-08-19 06:42:24,32.38625,79.40758,998.0168,16788
2024-08-19 06:43:26,32.50227,79.24501,998.0475,16877
2024-08-19 06:44:27,32.63937,78.62703,998.0436,16699
2024-08-19 06:45:28,32.75051,78.40182,998.0329,16699
2024-08-19 06:46:29,32.8216,77.6318,998.0026,16699
2024-08-19 06:47:31,32.83254,77.76665,998.0221,16724
2024-08-19 06:48:32,32.74348,78.06564,998.0009,16762
2024-08-19 06:49:33,32.67395,78.12291,997.9973,16788
2024-08-19 06:50:35,32.5843,78.59039,998.0022,16877
2024-08-19 06:51:36,32.54895,78.13557,998.0441,16890
2024-08-19 06:52:37,32.66359,77.40107,998.0229,16890
2024-08-19 06:53:39,32.82727,77.23682,998.0085,16775
2024-08-19 06:54:40,32.94445,76.77528,997.9993,16712
2024-08-19 06:55:42,32.97473,77.13207,997.9924,16800
2024-08-19 06:56:43,32.90891,77.00401,997.9706,16788
2024-08-19 06:57:44,32.91555,76.86509,997.9722,16775
2024-08-19 06:58:46,32.96008,76.65617,997.9793,16813
2024-08-19 06:59:47,33.01477,75.89116,997.9758,16826
2024-08-19 07:00:48,32.95383,76.83972,997.9976,16890
2024-08-19 07:01:49,32.82941,77.1945,997.9918,16916
2024-08-19 07:02:51,32.88586,76.29324,997.9657,16839
2024-08-19 07:03:52,33.01457,76.23927,997.9643,16750
2024-08-19 07:04:53,33.04641,76.32245,997.9498,16852
2024-08-19 07:05:55,33.13254,75.73132,997.9258,16699
2024-08-19 07:06:56,33.35383,74.94456,997.9127,16475
2024-08-19 07:07:57,33.6302,74.00353,997.869,16426
2024-08-19 07:08:59,33.81711,73.61304,997.8619,16438
2024-08-19 07:10:00,33.85598,73.50676,997.8521,16438
2024-08-19 07:11:01,33.83684,73.6311,997.8585,16487
2024-08-19 07:12:03,33.75207,74.22653,997.8823,16463
2024-08-19 07:13:04,33.73235,73.8931,997.8699,16512
2024-08-19 07:14:05,33.77082,74.00831,997.8663,16512
2024-08-19 07:15:07,33.80363,73.60701,997.863,16377
2024-08-19 07:16:08,33.8675,73.74515,997.887,16463
2024-08-19 07:17:09,33.88137,73.45765,997.8901,16365
2024-08-19 07:18:11,33.87355,73.04044,997.874,16524
2024-08-19 07:19:12,33.71887,73.71687,997.8779,16724
2024-08-19 07:20:13,33.59797,73.86447,997.8906,16636
2024-08-19 07:21:15,33.6302,73.4565,997.8901,16649
2024-08-19 07:22:16,33.68137,73.08611,997.907,16712
2024-08-19 07:23:17,33.61867,73.28445,997.9064,16762
2024-08-19 07:24:19,33.53332,73.91721,997.8981,16877
2024-08-19 07:25:20,33.40793,74.01319,997.9176,16981
2024-08-19 07:26:21,33.3132,74.19031,997.9032,17007
2024-08-19 07:27:22,33.34699,73.7215,997.9083,17086
2024-08-19 07:28:24,33.44894,73.20882,997.8765,17060
2024-08-19 07:29:25,33.47316,73.78099,997.8664,17060
2024-08-19 07:30:29,33.47883,73.38582,997.8443,16955
2024-08-19 07:31:31,33.34387,74.37257,997.8465,17166
2024-08-19 07:32:32,33.05422,75.26925,997.8325,17423
2024-08-19 07:33:34,32.73625,76.16681,997.8351,17561
2024-08-19 07:34:35,32.37902,77.2074,997.8199,17716
2024-08-19 07:35:36,32.07844,77.86012,997.8526,17830
2024-08-19 07:36:37,31.8966,78.13319,997.8538,17990
2024-08-19 07:37:39,31.81945,78.19762,997.8694,18019
2024-08-19 07:38:40,31.75949,78.36562,997.8719,18048
2024-08-19 07:39:42,31.70774,78.68344,997.8543,18093
2024-08-19 07:40:43,31.64641,79.0721,997.8435,18048
2024-08-19 07:41:44,31.59719,79.09992,997.8739,18152
2024-08-19 07:42:45,31.54289,79.17982,997.8957,18212
2024-08-19 07:43:47,31.4718,79.44799,997.8903,18167
2024-08-19 07:44:48,31.44582,79.70966,997.8566,18257
2024-08-19 07:45:50,31.44035,79.43708,997.8658,18167
2024-08-19 07:46:51,31.43078,79.40501,997.876,18287
2024-08-19 07:47:52,31.40246,79.49239,997.8576,18471
2024-08-19 07:48:54,31.36691,79.6219,997.8638,18348
2024-08-19 07:49:55,31.35773,79.50931,997.8745,18409
2024-08-19 07:50:56,31.39699,79.79573,997.8701,18424
2024-08-19 07:51:58,31.41359,79.74638,997.8594,18409
2024-08-19 07:53:00,31.41027,79.55382,997.8601,18287
2024-08-19 07:54:01,31.43723,79.53175,997.872,18227
2024-08-19 07:55:03,31.47414,79.5161,997.8562,18227
2024-08-19 07:56:04,31.48762,79.41741,997.8286,18272
2024-08-19 07:57:05,31.49055,79.64745,997.8535,18318
2024-08-19 07:58:07,31.49895,79.44861,997.8539,18287
2024-08-19 07:59:08,31.50676,79.39262,997.8208,18333
2024-08-19 08:00:09,31.52629,79.13312,997.8325,18287
2024-08-19 08:01:11,31.56281,78.98218,997.8264,18333
2024-08-19 08:02:12,31.58879,78.95761,997.806,18318
2024-08-19 08:03:14,31.60539,78.96879,997.8163,18333
2024-08-19 08:04:15,31.62551,78.81448,997.8152,18272
2024-08-19 08:05:17,31.62883,78.54992,997.8334,18348
2024-08-19 08:06:18,31.63234,78.53796,997.837,18379
2024-08-19 08:07:20,31.65402,78.77745,997.7991,18242
2024-08-19 08:08:21,31.66984,78.62288,997.8085,18348
2024-08-19 08:09:23,31.67043,78.5284,997.8309,18318
2024-08-19 08:10:24,31.66457,78.52322,997.8345,18302
2024-08-19 08:11:26,31.70305,78.43106,997.8442,18182
2024-08-19 08:12:27,31.74816,78.23999,997.8477,18287
2024-08-19 08:13:29,31.7841,78.12449,997.832,18197
2024-08-19 08:14:31,31.80519,78.07833,997.8068,18152
2024-08-19 08:15:33,31.82492,78.02519,997.8107,18167
2024-08-19 08:16:34,31.84484,77.95739,997.8122,18227
2024-08-19 08:17:36,31.85031,78.07135,997.8124,18167
2024-08-19 08:18:37,31.85051,77.94421,997.8041,18152
2024-08-19 08:19:39,31.87473,77.95686,997.7809,18137
2024-08-19 08:20:40,31.90187,77.8609,997.775,18182
2024-08-19 08:21:42,31.91574,77.83566,997.7916,18019
2024-08-19 08:22:43,31.9341,77.73213,997.8096,18063
2024-08-19 08:23:44,31.95226,77.60095,997.8442,18063
2024-08-19 08:24:46,31.97863,77.53482,997.8561,18019
2024-08-19 08:25:47,32.0052,77.36932,997.8479,18078
2024-08-19 08:26:49,32.03332,77.5234,997.8555,18063
2024-08-19 08:27:50,32.05988,77.43619,997.8453,18019
2024-08-19 08:28:52,32.09602,77.35166,997.8469,17931
2024-08-19 08:29:53,32.14328,77.15404,997.8447,17931
2024-08-19 08:30:55,32.16359,77.11232,997.8625,17961
2024-08-19 08:31:56,32.14894,76.91872,997.8523,18019
2024-08-19 08:32:58,32.13977,76.16624,997.8454,18122
2024-08-19 08:33:59,32.1257,76.57374,997.8769,18108
2024-08-19 08:35:01,32.11066,75.89179,997.9119,18227
2024-08-19 08:36:02,32.0759,75.72809,997.8755,18348
2024-08-19 08:37:03,32.02492,75.86828,997.8854,18333
2024-08-19 08:38:05,31.98859,75.81944,997.8958,18424
2024-08-19 08:39:06,31.96301,76.01341,997.9142,18455
2024-08-19 08:40:08,31.96613,76.05846,997.9057,18502
2024-08-19 08:41:09,31.99953,76.12162,997.954,18424
2024-08-19 08:42:11,32.03527,75.71072,997.9668,18394
2024-08-19 08:43:12,32.05344,75.2481,997.9518,18486
2024-08-19 08:44:14,32.05598,75.09301,997.9563,18548
2024-08-19 08:45:16,32.04113,75.08951,997.9735,18502
2024-08-19 08:46:17,32.01828,75.29673,997.9889,18502
2024-08-19 08:47:19,32.01144,75.26207,997.9769,18517
2024-08-19 08:48:20,32.02902,75.55434,997.9818,18486
2024-08-19 08:49:21,32.05988,75.56814,997.9965,18471
2024-08-19 08:50:23,32.09914,75.49726,997.9945,18424
2024-08-19 08:51:25,32.13879,75.14584,997.9905,18409
2024-08-19 08:52:26,32.17863,75.10319,997.9658,18318
2024-08-19 08:53:28,32.21242,75.16587,997.9519,18333
2024-08-19 08:54:29,32.24191,75.22689,997.9226,18227
2024-08-19 08:55:31,32.26535,75.3305,997.9586,18227
2024-08-19 08:56:32,32.3007,75.11874,997.972,18212
2024-08-19 08:57:34,32.32317,74.82572,997.9407,18167
2024-08-19 08:58:35,32.33449,74.9346,997.9267,18152
2024-08-19 08:59:37,32.35519,75.15534,997.9316,18078
2024-08-19 09:00:38,32.38234,75.17042,997.9431,18034
2024-08-19 09:01:39,32.44035,75.16645,997.9635,17990
2024-08-19 09:02:41,32.4757,74.45341,997.9524,18048
2024-08-19 09:03:42,32.4798,74.32771,997.9738,18093
2024-08-19 09:04:44,32.48977,74.21149,998.0126,18093
2024-08-19 09:05:45,32.53488,74.11629,998.022,18093
2024-08-19 09:06:47,32.5966,73.94453,998.0302,18093
2024-08-19 09:07:48,32.65129,73.85007,998.0668,18048
2024-08-19 09:08:50,32.72121,73.84909,998.0748,17946
2024-08-19 09:09:51,32.80129,73.71077,998.0842,17888
2024-08-19 09:10:53,32.89113,73.51635,998.0718,17773
2024-08-19 09:11:54,32.96066,73.70253,998.0809,17645
2024-08-19 09:12:56,33.01105,73.49442,998.091,17688
2024-08-19 09:13:57,33.04367,73.30293,998.1233,17730
2024-08-19 09:14:58,33.04367,73.32217,998.1353,17659
2024-08-19 09:16:00,33.02766,72.97086,998.1023,17787
2024-08-19 09:17:01,33.00793,73.23083,998.0921,17716
2024-08-19 09:18:03,32.98391,73.30566,998.1055,17744
2024-08-19 09:19:05,32.99817,73.15642,998.1019,17759
2024-08-19 09:20:06,33.0382,72.89162,998.0831,17673
2024-08-19 09:21:08,33.06574,72.51768,998.0768,17716
2024-08-19 09:22:09,33.06906,72.66527,998.076,17845
2024-08-19 09:23:11,33.06301,72.13214,998.0593,17859
2024-08-19 09:24:12,33.04426,72.56375,998.0728,17902
2024-08-19 09:25:14,33.08273,71.9392,998.0594,17816
2024-08-19 09:26:16,33.13469,72.25305,998.0898,17816
2024-08-19 09:27:17,33.15891,72.1033,998.062,17744
2024-08-19 09:28:19,33.17512,71.71754,998.0259,17773
2024-08-19 09:29:20,33.17922,71.75073,998.0347,17816
2024-08-19 09:30:22,33.15324,71.63452,998.0201,17888
2024-08-19 09:31:24,33.14094,71.6423,998.0254,17902
2024-08-19 09:32:25,33.17668,71.64231,998.0366,17873
2024-08-19 09:33:27,33.22199,71.32447,998.0037,17816
2024-08-19 09:34:28,33.26379,71.01289,997.9924,17801
2024-08-19 09:35:29,33.28313,70.76488,997.9568,17902
2024-08-19 09:36:31,33.28215,71.00126,997.964,17873
2024-08-19 09:37:32,33.30949,71.24274,997.9485,17845
2024-08-19 09:38:34,33.33762,70.84436,997.9314,17859
2024-08-19 09:39:35,33.34484,70.63837,997.935,17888
2024-08-19 09:40:37,33.35852,70.33012,997.9657,17888
2024-08-19 09:41:38,33.37238,70.22873,997.9543,17888
2024-08-19 09:42:40,33.38391,70.14841,997.9637,17888
2024-08-19 09:43:41,33.39777,70.08801,997.9473,17845
2024-08-19 09:44:43,33.39953,69.96422,998.0227,17946
2024-08-19 09:45:44,33.37766,69.59283,998.0234,18063
2024-08-19 09:46:46,33.32414,69.78348,997.9971,18182
2024-08-19 09:47:47,33.2884,70.08857,997.9581,18108
2024-08-19 09:48:49,33.27394,70.09354,997.966,18093
2024-08-19 09:49:50,33.27336,70.0328,997.9835,18152
2024-08-19 09:50:52,33.29875,69.92052,997.9683,18122
2024-08-19 09:52:03,33.3382,69.61793,997.9608,17464
2024-08-19 09:53:04,33.38351,69.32353,997.9401,17902
2024-08-19 09:54:06,33.43684,68.99698,997.9583,17961
2024-08-19 09:55:10,33.49973,68.52782,997.967,18078
2024-08-19 09:56:11,33.54543,68.267,997.9592,17744
2024-08-19 09:57:13,33.55207,68.19778,997.971,18078
2024-08-19 09:58:14,33.55148,68.35784,998.0093,18093
2024-08-19 09:59:16,33.56828,67.77719,997.9757,18167
2024-08-19 10:00:17,33.58059,67.5712,997.948,18257
2024-08-19 10:01:19,33.63469,67.60722,997.9065,18197
2024-08-19 10:02:20,33.67375,67.55175,997.9408,18122
2024-08-19 10:03:22,33.70852,67.25839,997.9604,18212
2024-08-19 10:04:23,33.72141,66.97733,997.9651,18302
2024-08-19 10:05:24,33.70363,67.50211,997.9875,18287
2024-08-19 10:06:26,33.74484,67.59927,997.9861,18078
2024-08-19 10:07:28,33.79504,67.59296,998.0032,18108
2024-08-19 10:08:29,33.82746,67.74181,998.0273,17975
2024-08-19 10:09:30,33.84621,67.27263,998.002,18048
2024-08-19 10:10:32,33.84504,67.38873,998.0173,18122
2024-08-19 10:11:34,33.85812,67.32422,998.009,18019
2024-08-19 10:12:35,33.85012,67.17483,998.0514,18167
2024-08-19 10:13:37,33.78156,67.60674,998.0631,18197
2024-08-19 10:14:38,33.72258,67.49512,998.0616,18257
2024-08-19 10:15:40,33.70539,67.53683,998.05,18272
2024-08-19 10:16:41,33.75051,67.36825,997.9921,18182
2024-08-19 10:17:43,33.79738,66.8707,998.0145,18182
2024-08-19 10:18:44,33.81164,66.79067,998.027,18302
2024-08-19 10:19:46,33.80402,66.56377,998.0007,18333
2024-08-19 10:20:47,33.78801,66.86179,997.9911,18227
2024-08-19 10:21:49,33.79582,66.74057,997.94,18302
2024-08-19 10:22:50,33.80969,66.75035,997.8864,18257
2024-08-19 10:23:52,33.8132,66.36174,997.9038,18363
2024-08-19 10:24:53,33.78371,66.70287,997.8962,18424
2024-08-19 10:25:55,33.74699,66.85921,997.8981,18348
2024-08-19 10:26:56,33.70598,66.85954,997.9291,18517
2024-08-19 10:27:58,33.68234,66.9584,997.8848,18455
2024-08-19 10:28:59,33.66965,66.64374,997.9072,18533
2024-08-19 10:30:00,33.68293,66.85957,997.9312,18471
2024-08-19 10:31:02,33.71379,65.43188,997.9567,18689
2024-08-19 10:32:03,33.71574,65.19066,997.9109,18721
2024-08-19 10:33:05,33.74953,65.77875,997.8849,18626
2024-08-19 10:34:06,33.8091,65.56642,997.8928,18673
2024-08-19 10:35:08,33.87609,65.94247,997.9324,18548
2024-08-19 10:36:09,33.94582,65.29951,997.9146,18502
2024-08-19 10:37:10,34.02727,64.87988,997.916,18517
2024-08-19 10:38:12,34.07922,64.57732,997.8977,18471
2024-08-19 10:39:14,34.10832,64.80351,997.9152,18455
2024-08-19 10:40:15,34.14894,64.94849,997.9047,18379
2024-08-19 10:41:17,34.23605,64.42467,997.8786,18333
2024-08-19 10:42:18,34.32336,64.49197,997.8668,18197
2024-08-19 10:43:20,34.39738,64.44353,997.8627,18227
2024-08-19 10:44:21,34.44953,64.66547,997.8593,18063
2024-08-19 10:45:23,34.46613,64.96394,997.8491,18078
2024-08-19 10:46:25,34.4511,65.12774,997.8616,18078
2024-08-19 10:47:26,34.40109,65.20069,997.831,18034
2024-08-19 10:48:28,34.34406,65.33832,997.7991,18048
2024-08-19 10:49:29,34.28234,65.49843,997.8139,18108
2024-08-19 10:50:30,34.24797,65.50717,997.8019,18182
2024-08-19 10:51:32,34.22102,65.46161,997.7586,18137
2024-08-19 10:52:33,34.19719,65.7833,997.7746,18137
2024-08-19 10:53:35,34.19855,65.44012,997.7119,18197
2024-08-19 10:54:36,34.23254,65.312,997.7087,18152
2024-08-19 10:55:38,34.30051,65.35246,997.7444,18034
2024-08-19 10:56:39,34.38703,65.03466,997.7734,18034
2024-08-19 10:57:41,34.44308,64.4427,997.7644,18108
2024-08-19 10:58:42,34.45051,64.1513,997.6895,18227
2024-08-19 10:59:43,34.41457,64.6036,997.6606,18197
2024-08-19 11:00:45,34.41086,64.82097,997.6772,18137
2024-08-19 11:01:47,34.43586,64.56182,997.6534,18122
2024-08-19 11:02:48,34.43059,64.64558,997.5754,18242
2024-08-19 11:03:50,34.38234,64.21337,997.5745,18272
2024-08-19 11:04:51,34.33215,64.52811,997.6471,18333
2024-08-19 11:05:53,34.29836,64.61195,997.6256,18333
2024-08-19 11:06:54,34.29934,65.15283,997.6144,18227
2024-08-19 11:07:56,34.34094,64.92616,997.6523,18182
2024-08-19 11:08:57,34.37199,64.46113,997.7039,18287
2024-08-19 11:09:59,34.3218,64.49878,997.6694,18333
2024-08-19 11:11:01,34.27805,64.66905,997.7059,18394
2024-08-19 11:12:02,34.2552,64.51515,997.673,18471
2024-08-19 11:13:03,34.2257,64.68839,997.6772,18471
2024-08-19 11:14:05,34.23352,64.68205,997.6891,18379
2024-08-19 11:15:06,34.20813,65.00555,997.6408,18502
2024-08-19 11:16:08,34.1466,64.95457,997.5606,18533
2024-08-19 11:17:09,34.07648,65.49599,997.582,18658
2024-08-19 11:18:11,34.01105,65.47356,997.5496,18673
2024-08-19 11:19:12,33.97395,65.52798,997.6092,18705
2024-08-19 11:20:14,33.96652,65.51064,997.597,18642
2024-08-19 11:21:15,34.0466,65.43317,997.6012,18533
2024-08-19 11:22:16,34.16008,64.08835,997.5834,18564
2024-08-19 11:23:18,34.22102,64.44572,997.5657,18611
2024-08-19 11:24:19,34.26613,64.55039,997.5485,18517
2024-08-19 11:25:21,34.34465,64.32,997.5323,18455
2024-08-19 11:26:22,34.42414,64.24733,997.4999,18394
2024-08-19 11:27:24,34.51691,64.40327,997.4944,18257
2024-08-19 11:28:25,34.55852,64.22377,997.4872,18363
2024-08-19 11:29:27,34.55012,64.049,997.4805,18287
2024-08-19 11:30:29,34.52844,64.27707,997.5047,18302
2024-08-19 11:31:30,34.48059,64.15774,997.4892,18348
2024-08-19 11:32:32,34.4884,64.18767,997.4741,18348
2024-08-19 11:33:34,34.52629,64.15413,997.4635,18333
2024-08-19 11:34:35,34.5259,63.8669,997.4415,18471
2024-08-19 11:35:37,34.4552,64.17747,997.3932,18611
2024-08-19 11:36:38,34.37941,64.45399,997.374,18517
2024-08-19 11:37:40,34.31848,64.51976,997.3755,18471
2024-08-19 11:38:41,34.30305,64.66798,997.3763,18548
2024-08-19 11:39:43,34.35715,64.60016,997.3876,18471
2024-08-19 11:40:44,34.45266,64.56709,997.3645,18348
2024-08-19 11:41:46,34.50656,64.38531,997.4073,18394
2024-08-19 11:42:47,34.53293,64.08103,997.3937,18424
2024-08-19 11:43:49,34.57766,63.78705,997.3414,18394
2024-08-19 11:44:50,34.59758,63.75859,997.2891,18471
2024-08-19 11:45:52,34.55012,63.98626,997.3925,18455
2024-08-19 11:46:53,34.50598,64.20697,997.3973,18440
2024-08-19 11:47:55,34.46457,64.58495,997.4392,18455
2024-08-19 11:48:56,34.48059,64.56529,997.4124,18333
2024-08-19 11:49:58,34.56379,64.39793,997.4487,18318
2024-08-19 11:50:59,34.63371,64.2391,997.4107,18318
2024-08-19 11:52:01,34.655,64.24049,997.4506,18348
2024-08-19 11:53:02,34.63469,63.83895,997.4324,18363
2024-08-19 11:54:04,34.58078,64.65606,997.4515,18424
2024-08-19 11:55:05,34.53938,64.37694,997.4199,18409
2024-08-19 11:56:06,34.52512,64.00156,997.4506,18486
2024-08-19 11:57:08,34.46301,64.11192,997.3859,18611
2024-08-19 11:58:09,34.43527,64.09847,997.4172,18579
2024-08-19 11:59:10,34.49602,64.09818,997.3797,18533
2024-08-19 12:00:12,34.58762,64.07127,997.3631,18471
2024-08-19 12:01:14,34.59738,63.97877,997.3957,18486
2024-08-19 12:02:15,34.54348,64.28229,997.4672,18455
2024-08-19 12:03:17,34.49992,64.08277,997.4272,18611
2024-08-19 12:04:18,34.42141,64.32829,997.4314,18658
2024-08-19 12:05:19,34.41945,64.30492,997.3862,18642
2024-08-19 12:06:21,34.47219,64.2999,997.2737,18595
2024-08-19 12:07:22,34.53606,63.90918,997.2844,18579
2024-08-19 12:08:24,34.61672,63.2242,997.3276,18689
2024-08-19 12:09:25,34.65598,63.05981,997.308,18642
2024-08-19 12:10:26,34.61867,62.79645,997.3203,18800
2024-08-19 12:11:28,34.54387,63.15295,997.3149,18785
2024-08-19 12:12:29,34.48586,63.57936,997.2321,18800
2024-08-19 12:13:31,34.45187,63.70304,997.3063,18849
2024-08-19 12:14:32,34.4552,63.98664,997.3352,18737
2024-08-19 12:15:33,34.46906,64.04246,997.296,18705
2024-08-19 12:16:35,34.49836,63.93521,997.307,18626
2024-08-19 12:17:36,34.52004,63.84676,997.216,18737
2024-08-19 12:18:38,34.46242,63.25254,997.1855,18816
2024-08-19 12:19:39,34.39856,63.13053,997.1354,18962
2024-08-19 12:20:41,34.36066,63.20382,997.2441,18994
2024-08-19 12:21:42,34.29992,63.25256,997.3075,19159
2024-08-19 12:22:44,34.22395,63.82347,997.2455,19142
2024-08-19 12:23:45,34.1882,63.8757,997.2204,19126
2024-08-19 12:24:46,34.23703,63.85997,997.1866,19011
2024-08-19 12:25:48,34.3218,63.7393,997.1563,19011
2024-08-19 12:26:49,34.36828,63.93764,997.0868,18945
2024-08-19 12:27:50,34.35852,63.98959,997.1119,18994
2024-08-19 12:28:52,34.35871,64.09203,997.1185,18881
2024-08-19 12:29:53,34.40324,63.94008,997.1115,18897
2024-08-19 12:30:54,34.45617,63.7252,997.1163,18849
2024-08-19 12:31:56,34.49152,63.90027,997.1188,18833
2024-08-19 12:32:57,34.54602,63.6945,997.0846,18785
2024-08-19 12:33:59,34.59738,63.74936,997.0121,18753
2024-08-19 12:35:00,34.66066,63.77588,997.0181,18611
2024-08-19 12:36:01,34.75617,63.42191,997.02,18611
2024-08-19 12:37:03,34.84933,63.41872,997.041,18486
2024-08-19 12:38:04,34.93078,63.09325,996.9957,18502
2024-08-19 12:39:05,34.92805,62.78144,996.9713,18626
2024-08-19 12:40:07,34.84816,62.94577,996.9919,18673
2024-08-19 12:41:08,34.74269,63.43334,997.0396,18626
2024-08-19 12:42:10,34.69719,63.33404,997.0533,18611
2024-08-19 12:43:11,34.68039,63.1645,997.0239,18705
2024-08-19 12:44:12,34.63156,62.85691,996.9791,18881
2024-08-19 12:45:14,34.52356,63.06181,996.9631,18994
2024-08-19 12:46:15,34.44953,63.13097,996.9774,18994
2024-08-19 12:47:16,34.41164,63.16782,996.994,18978
2024-08-19 12:48:18,34.41672,63.1086,996.9456,19027
2024-08-19 12:49:19,34.43645,62.89914,996.9556,18994
2024-08-19 12:50:20,34.4718,62.98478,996.9288,19027
2024-08-19 12:51:22,34.50598,62.93726,996.9123,18978
2024-08-19 12:52:23,34.53781,62.92161,996.9395,18994
2024-08-19 12:53:25,34.56379,62.29928,996.9343,19011
2024-08-19 12:54:26,34.60871,62.40693,996.9016,19011
2024-08-19 12:55:27,34.66379,62.38355,996.8854,18962
2024-08-19 12:56:29,34.74817,61.91923,996.8701,18897
2024-08-19 12:57:30,34.81301,62.10452,996.9108,18897
2024-08-19 12:58:31,34.76711,62.38532,996.8339,19011
2024-08-19 12:59:33,34.67258,62.65297,996.8695,19027
2024-08-19 13:00:34,34.62082,62.59122,996.8677,19027
2024-08-19 13:01:35,34.56945,62.81011,996.7763,19093
2024-08-19 13:02:37,34.52414,62.60927,996.7981,19109
2024-08-19 13:03:38,34.47942,62.40149,996.7859,19192
2024-08-19 13:04:39,34.45344,62.61401,996.7197,19259
2024-08-19 13:05:41,34.47473,62.60406,996.6972,19176
2024-08-19 13:06:42,34.48312,61.87733,996.6309,19343
2024-08-19 13:07:43,34.45891,61.77329,996.6658,19394
2024-08-19 13:08:45,34.44152,61.55994,996.6563,19428
2024-08-19 13:09:46,34.47629,61.76684,996.6588,19326
2024-08-19 13:10:47,34.56067,61.49077,996.6722,19276
2024-08-19 13:11:49,34.68274,61.53082,996.6595,19209
2024-08-19 13:12:50,34.81438,60.96768,996.627,19192
2024-08-19 13:13:51,34.92551,60.63962,996.5842,19126
2024-08-19 13:14:53,34.98586,60.5802,996.6512,19142
2024-08-19 13:15:54,35.02063,60.8125,996.6215,18978
2024-08-19 13:16:55,35.07199,60.91219,996.5974,18994
2024-08-19 13:17:57,35.09016,61.1523,996.5703,18962
2024-08-19 13:18:58,35.13117,61.14431,996.5496,18833
2024-08-19 13:19:59,35.25851,61.09921,996.5555,18705
2024-08-19 13:21:01,35.38781,61.07254,996.5522,18611
2024-08-19 13:22:02,35.44445,60.9882,996.5486,18611
