current_time,CO2,AnalogValue,Voltage,Temperature_DS18B20,Temperature_DHT11,Humidity_DHT11
2024-08-26 04:57:21,820,22197,1.117725,28.5625,30,56
2024-08-26 04:57:42,818,22085,1.112085,28.5625,30,56
2024-08-26 04:58:03,817,22165,1.116114,28.625,30,56
2024-08-26 04:58:24,819,22117,1.113696,28.5625,30,57
2024-08-26 04:58:46,822,22213,1.118531,28.625,30,57
2024-08-26 04:59:07,825,22181,1.116919,28.625,30,57
2024-08-26 04:59:28,820,22181,1.116919,28.6875,30,57
2024-08-26 04:59:49,832,22229,1.119336,28.6875,30,57
2024-08-26 05:00:10,833,22229,1.119336,28.6875,30,57
2024-08-26 05:00:31,842,22245,1.120142,28.6875,30,57
2024-08-26 05:00:53,843,22197,1.117725,28.75,30,57
2024-08-26 05:01:14,833,22245,1.120142,28.75,30,58
2024-08-26 05:01:35,830,22245,1.120142,28.75,30,58
2024-08-26 05:01:56,811,22309,1.123365,28.75,30,58
2024-08-26 05:02:17,805,22293,1.122559,28.8125,30,58
2024-08-26 05:02:39,798,22309,1.123365,28.8125,30,58
2024-08-26 05:03:00,806,22293,1.122559,28.875,30,58
2024-08-26 05:03:21,803,22405,1.128199,28.875,30,59
2024-08-26 05:03:42,816,22341,1.124976,28.875,30,59
2024-08-26 05:04:03,818,22309,1.123365,28.9375,30,59
2024-08-26 05:04:24,805,22325,1.12417,28.9375,30,59
2024-08-26 05:04:46,810,22293,1.122559,29.0,30,59
2024-08-26 05:05:07,810,22325,1.12417,29.0,30,59
2024-08-26 05:05:28,803,22357,1.125782,29.0,31,59
2024-08-26 05:05:49,813,22341,1.124976,29.0,31,59
2024-08-26 05:06:10,841,22405,1.128199,29.0625,31,59
2024-08-26 05:06:32,836,22293,1.122559,29.0,31,60
2024-08-26 05:06:53,827,22357,1.125782,29.0625,31,60
2024-08-26 05:07:14,825,22677,1.141895,29.0625,31,60
2024-08-26 05:07:35,817,22357,1.125782,29.0625,31,60
2024-08-26 05:07:56,814,22357,1.125782,29.0625,31,60
2024-08-26 05:08:17,813,22373,1.126587,29.0625,31,60
2024-08-26 05:08:39,816,22469,1.131421,29.125,31,60
2024-08-26 05:09:00,827,22357,1.125782,29.0625,31,60
2024-08-26 05:09:21,834,22421,1.129004,29.125,31,60
2024-08-26 05:09:42,829,22373,1.126587,29.125,31,60
2024-08-26 05:10:03,836,22373,1.126587,29.125,31,60
2024-08-26 05:10:25,838,22389,1.127393,29.125,31,60
2024-08-26 05:10:46,830,22693,1.142701,29.125,31,60
2024-08-26 05:11:07,834,22405,1.128199,29.1875,31,60
2024-08-26 05:11:28,828,22405,1.128199,29.1875,31,60
2024-08-26 05:11:49,821,22421,1.129004,29.1875,31,60
2024-08-26 05:12:10,818,22469,1.131421,29.1875,31,60
2024-08-26 05:12:32,813,22485,1.132227,29.1875,31,60
2024-08-26 05:12:53,810,22373,1.126587,29.25,31,60
2024-08-26 05:13:14,808,22437,1.12981,29.25,31,60
2024-08-26 05:13:35,811,22469,1.131421,29.25,31,60
2024-08-26 05:13:56,817,22405,1.128199,29.25,31,60
2024-08-26 05:14:18,823,22757,1.145923,29.25,31,60
2024-08-26 05:14:39,818,22357,1.125782,29.3125,31,60
2024-08-26 05:15:00,816,22421,1.129004,29.3125,31,60
2024-08-26 05:15:21,818,22421,1.129004,29.4375,31,60
2024-08-26 05:15:42,819,22437,1.12981,29.4375,31,59
2024-08-26 05:16:03,809,22405,1.128199,29.4375,31,59
2024-08-26 05:16:25,812,22357,1.125782,29.4375,31,59
2024-08-26 05:16:46,818,22357,1.125782,29.375,31,59
2024-08-26 05:17:07,814,22341,1.124976,29.375,31,59
2024-08-26 05:17:28,816,22405,1.128199,29.375,31,58
2024-08-26 05:17:49,820,22293,1.122559,29.3125,31,58
2024-08-26 05:18:11,822,22341,1.124976,29.25,31,58
2024-08-26 05:18:32,821,22293,1.122559,29.25,31,58
2024-08-26 05:18:53,833,22437,1.12981,29.25,31,58
2024-08-26 05:19:14,834,22293,1.122559,29.25,31,58
2024-08-26 05:19:35,839,22325,1.12417,29.25,31,58
2024-08-26 05:19:56,842,22277,1.121753,29.25,31,58
2024-08-26 05:20:18,841,22277,1.121753,29.1875,31,58
2024-08-26 05:20:39,842,22277,1.121753,29.1875,31,58
2024-08-26 05:21:00,849,22245,1.120142,29.1875,31,58
2024-08-26 05:21:21,845,22309,1.123365,29.1875,30,58
2024-08-26 05:21:42,843,22293,1.122559,29.1875,30,58
2024-08-26 05:22:04,831,22261,1.120948,29.125,30,58
2024-08-26 05:22:25,841,22245,1.120142,29.125,30,58
2024-08-26 05:22:46,845,22293,1.122559,29.125,30,57
2024-08-26 05:23:07,845,22245,1.120142,29.0625,30,57
2024-08-26 05:23:28,824,22309,1.123365,29.0625,30,57
2024-08-26 05:23:49,828,22229,1.119336,29.0625,30,57
2024-08-26 05:24:11,813,22325,1.12417,29.0625,30,57
2024-08-26 05:24:32,809,22245,1.120142,29.0625,30,57
2024-08-26 05:24:53,815,22229,1.119336,29.0625,30,57
2024-08-26 05:25:14,825,22261,1.120948,29.0625,30,57
2024-08-26 05:25:35,829,22245,1.120142,29.0,30,57
2024-08-26 05:25:57,831,22245,1.120142,29.0,30,57
2024-08-26 05:26:18,821,22229,1.119336,29.0625,30,57
2024-08-26 05:26:39,819,22229,1.119336,29.0,30,57
2024-08-26 05:27:00,820,22149,1.115308,29.0,30,57
2024-08-26 05:27:21,815,22245,1.120142,29.0,30,57
2024-08-26 05:27:42,822,22197,1.117725,29.0,30,57
2024-08-26 05:28:04,842,22261,1.120948,29.0,30,57
2024-08-26 05:28:25,829,22229,1.119336,29.0625,30,57
2024-08-26 05:28:46,824,22245,1.120142,29.0,30,57
2024-08-26 05:29:07,822,22293,1.122559,29.0,30,57
2024-08-26 05:29:28,799,22261,1.120948,29.0,30,57
2024-08-26 05:29:50,804,22197,1.117725,28.9375,30,57
2024-08-26 05:30:11,811,22213,1.118531,28.9375,30,57
2024-08-26 05:30:32,805,22149,1.115308,28.9375,30,57
2024-08-26 05:30:53,806,22149,1.115308,28.875,30,57
2024-08-26 05:31:14,811,22165,1.116114,28.875,30,57
2024-08-26 05:31:36,803,22165,1.116114,28.875,30,57
2024-08-26 05:31:57,799,22197,1.117725,28.875,30,57
2024-08-26 05:32:18,814,22213,1.118531,28.875,30,57
2024-08-26 05:32:39,831,22149,1.115308,28.875,30,57
2024-08-26 05:33:00,829,22229,1.119336,28.9375,30,57
2024-08-26 05:33:21,827,22197,1.117725,28.875,30,57
2024-08-26 05:33:43,839,22213,1.118531,28.8125,30,57
2024-08-26 05:34:04,832,22165,1.116114,28.8125,30,57
2024-08-26 05:34:25,820,22245,1.120142,28.8125,30,57
2024-08-26 05:34:46,809,22197,1.117725,28.8125,30,57
2024-08-26 05:35:07,817,22197,1.117725,28.8125,30,57
2024-08-26 05:35:29,826,22149,1.115308,28.75,30,57
2024-08-26 05:35:50,834,22149,1.115308,28.8125,30,57
2024-08-26 05:36:11,842,22149,1.115308,28.75,30,57
2024-08-26 05:36:32,844,22213,1.118531,28.75,30,57
2024-08-26 05:36:53,841,22133,1.114502,28.75,30,57
2024-08-26 05:37:15,841,22405,1.128199,28.75,30,57
2024-08-26 05:37:36,798,22149,1.115308,28.8125,30,57
2024-08-26 05:37:57,782,22197,1.117725,28.8125,30,57
2024-08-26 05:38:18,773,22181,1.116919,28.875,30,57
2024-08-26 05:38:39,777,22197,1.117725,28.8125,30,57
2024-08-26 05:39:01,781,22549,1.13545,28.8125,30,57
2024-08-26 05:39:22,795,22325,1.12417,28.875,30,57
2024-08-26 05:39:43,801,22229,1.119336,28.875,30,57
2024-08-26 05:40:04,811,22277,1.121753,28.875,30,57
2024-08-26 05:40:25,818,22277,1.121753,28.875,30,58
2024-08-26 05:40:47,812,22437,1.12981,28.875,30,58
2024-08-26 05:41:08,809,22293,1.122559,28.9375,31,58
2024-08-26 05:41:29,808,22341,1.124976,28.9375,31,58
2024-08-26 05:41:50,814,22293,1.122559,28.9375,31,59
2024-08-26 05:42:11,817,22373,1.126587,29.0,31,59
2024-08-26 05:42:32,820,22453,1.130616,29.0,31,59
2024-08-26 05:42:54,820,22341,1.124976,29.0,31,59
2024-08-26 05:43:15,824,22293,1.122559,29.0,31,59
2024-08-26 05:43:36,819,22277,1.121753,29.0625,31,59
2024-08-26 05:43:57,820,22309,1.123365,29.0625,31,59
2024-08-26 05:44:18,822,22549,1.13545,29.0625,31,59
2024-08-26 05:44:40,828,22325,1.12417,29.125,31,59
2024-08-26 05:45:01,821,22309,1.123365,29.125,31,59
2024-08-26 05:45:22,822,22325,1.12417,29.125,31,59
2024-08-26 05:45:43,824,22341,1.124976,29.125,31,59
2024-08-26 05:46:04,819,22533,1.134644,29.0625,31,60
2024-08-26 05:46:25,817,22309,1.123365,29.125,31,60
2024-08-26 05:46:47,816,22341,1.124976,29.125,31,60
2024-08-26 05:47:08,823,22341,1.124976,29.125,31,60
2024-08-26 05:47:29,823,22357,1.125782,29.1875,31,60
2024-08-26 05:47:50,826,22661,1.141089,29.125,31,60
2024-08-26 05:48:11,828,22373,1.126587,29.1875,31,60
2024-08-26 05:48:33,821,22357,1.125782,29.1875,31,60
2024-08-26 05:48:54,801,22373,1.126587,29.25,31,60
2024-08-26 05:49:15,804,22453,1.130616,29.25,31,60
2024-08-26 05:49:36,806,22741,1.145118,29.3125,31,60
2024-08-26 05:49:57,796,22421,1.129004,29.3125,31,59
2024-08-26 05:50:18,812,22325,1.12417,29.4375,31,59
2024-08-26 05:50:40,831,22325,1.12417,29.4375,31,59
2024-08-26 05:51:01,830,22421,1.129004,29.4375,31,59
2024-08-26 05:51:22,826,22613,1.138672,29.4375,31,58
2024-08-26 05:51:43,821,22325,1.12417,29.4375,31,58
2024-08-26 05:52:04,823,22309,1.123365,29.4375,31,58
2024-08-26 05:52:25,813,22325,1.12417,29.375,31,58
2024-08-26 05:52:47,811,22309,1.123365,29.375,31,58
2024-08-26 05:53:08,827,22277,1.121753,29.375,31,58
2024-08-26 05:53:29,827,22293,1.122559,29.375,31,58
2024-08-26 05:53:50,817,22277,1.121753,29.3125,31,57
2024-08-26 05:54:12,815,22421,1.129004,29.3125,31,57
2024-08-26 05:54:33,795,22245,1.120142,29.3125,31,57
2024-08-26 05:54:54,785,22405,1.128199,29.25,31,57
2024-08-26 05:55:15,807,22293,1.122559,29.3125,31,57
2024-08-26 05:55:36,807,22309,1.123365,29.25,31,57
2024-08-26 05:55:58,814,22229,1.119336,29.25,30,57
2024-08-26 05:56:19,824,22245,1.120142,29.1875,30,57
2024-08-26 05:56:40,829,22341,1.124976,29.1875,30,57
2024-08-26 05:57:01,835,22197,1.117725,29.1875,30,57
2024-08-26 05:57:22,823,22245,1.120142,29.1875,30,57
2024-08-26 05:57:43,800,22197,1.117725,29.1875,30,57
2024-08-26 05:58:05,803,22229,1.119336,29.125,31,57
2024-08-26 05:58:26,793,22181,1.116919,29.0,30,56
2024-08-26 05:58:47,788,22117,1.113696,29.0,30,56
2024-08-26 05:59:08,791,22181,1.116919,28.9375,30,56
2024-08-26 05:59:29,799,22197,1.117725,28.9375,30,56
2024-08-26 05:59:51,799,22149,1.115308,28.875,30,56
2024-08-26 06:00:12,790,22165,1.116114,28.875,30,56
2024-08-26 06:00:33,791,22149,1.115308,28.8125,30,55
2024-08-26 06:00:54,786,22101,1.112891,28.8125,30,55
2024-08-26 06:01:15,779,22117,1.113696,28.8125,30,55
2024-08-26 06:01:37,771,22101,1.112891,28.75,30,55
2024-08-26 06:01:58,789,22085,1.112085,28.75,30,55
2024-08-26 06:02:19,802,22117,1.113696,28.75,30,55
2024-08-26 06:02:40,814,22149,1.115308,28.6875,30,55
2024-08-26 06:03:01,815,22085,1.112085,28.6875,30,55
2024-08-26 06:03:23,827,22101,1.112891,28.75,30,56
2024-08-26 06:03:44,859,22053,1.110474,28.6875,30,56
2024-08-26 06:04:05,837,22085,1.112085,28.6875,30,56
2024-08-26 06:04:26,845,22085,1.112085,28.6875,30,56
2024-08-26 06:04:47,848,22133,1.114502,28.6875,30,56
2024-08-26 06:05:09,812,22133,1.114502,28.6875,30,56
2024-08-26 06:05:30,793,22085,1.112085,28.6875,30,56
2024-08-26 06:05:51,791,22117,1.113696,28.6875,30,56
2024-08-26 06:06:12,796,22165,1.116114,28.6875,30,57
2024-08-26 06:06:33,802,22197,1.117725,28.75,30,57
2024-08-26 06:06:54,808,22229,1.119336,28.8125,30,57
2024-08-26 06:07:16,809,22229,1.119336,28.8125,30,57
2024-08-26 06:07:37,808,22245,1.120142,28.8125,30,57
2024-08-26 06:07:58,815,22261,1.120948,28.8125,30,57
2024-08-26 06:08:19,817,22197,1.117725,28.8125,30,57
2024-08-26 06:08:40,824,22309,1.123365,28.875,30,57
2024-08-26 06:09:01,818,22309,1.123365,28.875,30,58
2024-08-26 06:09:23,814,22277,1.121753,28.875,30,58
2024-08-26 06:09:44,790,22293,1.122559,28.875,30,58
2024-08-26 06:10:05,786,22325,1.12417,28.9375,31,58
2024-08-26 06:10:26,791,22277,1.121753,28.9375,31,59
2024-08-26 06:10:47,788,22293,1.122559,28.9375,31,59
2024-08-26 06:11:09,799,22325,1.12417,28.9375,31,59
2024-08-26 06:11:30,817,22453,1.130616,28.9375,31,59
2024-08-26 06:11:51,815,22357,1.125782,29.0,31,59
2024-08-26 06:12:12,822,22357,1.125782,29.0,31,59
2024-08-26 06:12:33,826,22309,1.123365,29.0,31,59
2024-08-26 06:12:55,810,22341,1.124976,29.0,31,59
2024-08-26 06:13:16,806,22309,1.123365,29.0,31,59
2024-08-26 06:13:37,804,22341,1.124976,29.0625,31,59
2024-08-26 06:13:58,808,22341,1.124976,29.0625,31,59
2024-08-26 06:14:19,808,22341,1.124976,29.0625,31,59
2024-08-26 06:14:40,819,22357,1.125782,29.125,31,59
2024-08-26 06:15:02,820,22325,1.12417,29.125,31,60
2024-08-26 06:15:23,826,22373,1.126587,29.1875,31,60
2024-08-26 06:15:44,816,22373,1.126587,29.1875,31,59
2024-08-26 06:16:05,822,22357,1.125782,29.25,31,59
2024-08-26 06:16:26,823,22373,1.126587,29.25,31,59
2024-08-26 06:16:48,830,22421,1.129004,29.25,31,59
2024-08-26 06:17:09,815,22341,1.124976,29.25,31,59
2024-08-26 06:17:30,815,22405,1.128199,29.3125,31,59
2024-08-26 06:17:51,815,22421,1.129004,29.3125,31,59
2024-08-26 06:18:12,814,22421,1.129004,29.375,31,59
2024-08-26 06:18:33,810,22373,1.126587,29.375,31,59
2024-08-26 06:18:55,809,22421,1.129004,29.375,31,59
2024-08-26 06:19:16,816,22405,1.128199,29.4375,31,59
2024-08-26 06:19:37,815,22357,1.125782,29.5,31,59
2024-08-26 06:19:58,836,22373,1.126587,29.5,31,59
2024-08-26 06:20:19,830,22405,1.128199,29.5625,31,58
2024-08-26 06:20:41,830,22325,1.12417,29.625,31,58
2024-08-26 06:21:02,836,22405,1.128199,29.625,31,58
2024-08-26 06:21:23,846,22325,1.12417,29.5625,31,58
2024-08-26 06:21:44,844,22325,1.12417,29.5625,31,58
2024-08-26 06:22:05,841,22341,1.124976,29.5625,31,58
2024-08-26 06:22:26,841,22325,1.12417,29.5625,31,58
2024-08-26 06:22:48,817,22309,1.123365,29.5625,31,58
2024-08-26 06:23:09,810,22277,1.121753,29.5,31,58
2024-08-26 06:23:30,807,22229,1.119336,29.5,31,58
2024-08-26 06:23:51,799,22309,1.123365,29.5,31,58
2024-08-26 06:24:12,805,22293,1.122559,29.4375,31,57
2024-08-26 06:24:34,807,22277,1.121753,29.5,31,57
2024-08-26 06:24:55,801,22245,1.120142,29.4375,31,57
2024-08-26 06:25:16,807,22245,1.120142,29.375,31,57
2024-08-26 06:25:37,802,22277,1.121753,29.375,31,57
2024-08-26 06:25:58,804,22421,1.129004,29.3125,31,57
2024-08-26 06:26:19,797,22277,1.121753,29.375,31,57
2024-08-26 06:26:41,794,22325,1.12417,29.3125,31,57
2024-08-26 06:27:02,797,22229,1.119336,29.3125,31,57
2024-08-26 06:27:23,804,22213,1.118531,29.3125,31,57
2024-08-26 06:27:44,798,22213,1.118531,29.25,31,57
2024-08-26 06:28:05,822,22245,1.120142,29.3125,31,57
2024-08-26 06:28:26,843,22213,1.118531,29.3125,31,57
2024-08-26 06:28:48,857,22261,1.120948,29.25,31,57
2024-08-26 06:29:09,847,22229,1.119336,29.25,31,57
2024-08-26 06:29:30,836,22181,1.116919,29.25,31,57
2024-08-26 06:29:51,813,22245,1.120142,29.25,31,57
2024-08-26 06:30:12,813,22229,1.119336,29.25,31,57
2024-08-26 06:30:33,813,22293,1.122559,29.25,31,57
2024-08-26 06:30:55,817,22197,1.117725,29.25,31,57
2024-08-26 06:31:16,818,22309,1.123365,29.1875,30,57
2024-08-26 06:31:37,809,22213,1.118531,29.125,30,57
2024-08-26 06:31:58,798,22229,1.119336,29.0625,30,57
2024-08-26 06:32:19,799,22229,1.119336,29.0,30,57
2024-08-26 06:32:41,806,22181,1.116919,29.0625,31,57
2024-08-26 06:33:02,794,22357,1.125782,29.0625,31,57
2024-08-26 06:33:23,799,22245,1.120142,29.0625,31,56
2024-08-26 06:33:44,797,22229,1.119336,29.0625,31,56
2024-08-26 06:34:05,799,22229,1.119336,29.0625,31,56
2024-08-26 06:34:27,818,22197,1.117725,29.0625,31,56
2024-08-26 06:34:48,810,22213,1.118531,29.125,31,56
2024-08-26 06:35:09,817,22117,1.113696,29.125,31,56
2024-08-26 06:35:30,822,22165,1.116114,29.125,30,56
2024-08-26 06:35:51,805,22197,1.117725,29.125,30,56
2024-08-26 06:36:13,814,22181,1.116919,29.125,30,55
2024-08-26 06:36:34,844,22197,1.117725,29.1875,30,55
2024-08-26 06:36:55,854,22181,1.116919,29.1875,30,55
2024-08-26 06:37:16,851,22133,1.114502,29.125,30,55
2024-08-26 06:37:37,868,22149,1.115308,29.125,30,54
2024-08-26 06:37:59,852,22117,1.113696,29.0625,30,54
2024-08-26 06:38:20,837,22213,1.118531,29.0,30,54
2024-08-26 06:38:41,839,22085,1.112085,28.9375,30,53
2024-08-26 06:39:02,832,22181,1.116919,28.9375,30,53
2024-08-26 06:39:23,832,22037,1.109668,28.875,30,53
2024-08-26 06:39:45,843,22053,1.110474,28.875,30,53
2024-08-26 06:40:06,834,22085,1.112085,28.75,30,53
2024-08-26 06:40:27,827,22037,1.109668,28.75,30,53
2024-08-26 06:40:48,819,22053,1.110474,28.6875,30,52
2024-08-26 06:41:09,804,22005,1.108057,28.625,30,52
2024-08-26 06:41:31,801,21941,1.104834,28.5625,30,52
2024-08-26 06:41:52,804,22021,1.108862,28.5625,30,52
2024-08-26 06:42:13,822,21957,1.10564,28.5,30,52
2024-08-26 06:42:34,849,21941,1.104834,28.4375,29,53
2024-08-26 06:42:55,853,22021,1.108862,28.5,30,52
2024-08-26 06:43:16,849,21893,1.102417,28.5,30,52
2024-08-26 06:43:38,829,21909,1.103223,28.5625,30,51
2024-08-26 06:43:59,820,21877,1.101611,28.5625,30,51
2024-08-26 06:44:20,804,21861,1.100806,28.5625,30,51
2024-08-26 06:44:41,803,21845,1.1,28.5625,30,51
2024-08-26 06:45:02,817,21797,1.097583,28.5,30,51
2024-08-26 06:45:23,841,21781,1.096777,28.5,30,51
2024-08-26 06:45:45,844,21813,1.098389,28.4375,30,50
2024-08-26 06:46:06,835,21797,1.097583,28.4375,30,50
2024-08-26 06:46:27,854,21749,1.095166,28.375,29,51
2024-08-26 06:46:48,848,21749,1.095166,28.375,29,51
2024-08-26 06:47:09,833,21813,1.098389,28.3125,29,51
2024-08-26 06:47:31,822,21781,1.096777,28.1875,29,51
2024-08-26 06:47:52,803,21733,1.09436,28.1875,29,51
2024-08-26 06:48:13,806,21717,1.093555,28.125,29,51
2024-08-26 06:48:34,793,21717,1.093555,28.125,29,51
2024-08-26 06:48:55,806,21733,1.09436,28.0625,29,51
2024-08-26 06:49:16,812,21733,1.09436,28.0,29,50
2024-08-26 06:49:38,825,21685,1.091943,28.0,29,50
2024-08-26 06:49:59,836,21717,1.093555,27.9375,29,50
2024-08-26 06:50:20,842,21685,1.091943,27.9375,29,50
2024-08-26 06:50:41,846,21685,1.091943,27.9375,29,50
2024-08-26 06:51:02,855,21637,1.089526,27.9375,29,50
2024-08-26 06:51:24,845,21669,1.091138,28.0,29,50
2024-08-26 06:51:45,843,21717,1.093555,28.0625,29,50
2024-08-26 06:52:06,856,21669,1.091138,28.0625,29,50
2024-08-26 06:52:27,849,21733,1.09436,28.0,29,50
2024-08-26 06:52:48,864,22085,1.112085,27.9375,29,50
2024-08-26 06:53:09,847,21637,1.089526,28.0,29,50
2024-08-26 06:53:31,844,21653,1.090332,27.9375,29,50
2024-08-26 06:53:52,848,21653,1.090332,27.9375,29,49
2024-08-26 06:54:13,851,21653,1.090332,27.9375,29,49
2024-08-26 06:54:34,849,21845,1.1,27.875,29,49
2024-08-26 06:54:56,846,21605,1.087915,27.875,29,49
2024-08-26 06:55:17,856,21637,1.089526,27.875,29,49
2024-08-26 06:55:38,854,21637,1.089526,27.8125,29,49
2024-08-26 06:55:59,844,21637,1.089526,27.8125,28,49
2024-08-26 06:56:21,845,21557,1.085498,27.75,28,49
2024-08-26 06:56:42,840,21589,1.087109,27.75,28,49
2024-08-26 06:57:03,831,21605,1.087915,27.75,28,49
2024-08-26 06:57:24,845,21621,1.08872,27.75,28,49
2024-08-26 06:57:45,854,21653,1.090332,27.75,28,49
2024-08-26 06:58:07,860,21589,1.087109,27.6875,28,49
2024-08-26 06:58:28,871,21669,1.091138,27.75,28,49
2024-08-26 06:58:49,876,21573,1.086303,27.6875,28,49
2024-08-26 06:59:10,866,21589,1.087109,27.6875,28,49
2024-08-26 06:59:31,864,21589,1.087109,27.75,28,49
2024-08-26 06:59:52,856,21573,1.086303,27.75,28,49
2024-08-26 07:00:14,849,21589,1.087109,27.75,28,49
2024-08-26 07:00:35,864,21573,1.086303,27.75,28,49
2024-08-26 07:00:56,854,21589,1.087109,27.6875,28,49
2024-08-26 07:01:17,852,21573,1.086303,27.6875,28,49
2024-08-26 07:01:38,855,21653,1.090332,27.6875,28,49
2024-08-26 07:01:59,839,21557,1.085498,27.625,28,49
2024-08-26 07:02:21,835,21589,1.087109,27.6875,28,49
2024-08-26 07:02:42,837,21589,1.087109,27.6875,28,49
2024-08-26 07:03:03,864,21589,1.087109,27.6875,28,49
2024-08-26 07:03:24,846,21541,1.084692,27.625,28,49
2024-08-26 07:03:45,848,21573,1.086303,27.625,28,49
2024-08-26 07:04:07,846,21589,1.087109,27.625,28,49
2024-08-26 07:04:28,852,21621,1.08872,27.6875,28,50
2024-08-26 07:04:49,842,21717,1.093555,27.75,28,50
2024-08-26 07:05:10,840,21701,1.092749,27.8125,28,51
2024-08-26 07:05:31,818,21701,1.092749,27.875,28,52
2024-08-26 07:05:52,817,21765,1.095972,27.9375,29,52
2024-08-26 07:06:14,829,21781,1.096777,28.0,29,52
2024-08-26 07:06:35,835,21829,1.099194,28.0625,29,53
2024-08-26 07:06:56,843,21813,1.098389,28.125,29,53
2024-08-26 07:07:17,839,21845,1.1,28.1875,29,54
2024-08-26 07:07:38,839,21909,1.103223,28.25,29,54
2024-08-26 07:07:59,846,21989,1.107251,28.25,29,55
2024-08-26 07:08:21,837,21925,1.104028,28.1875,29,55
2024-08-26 07:08:42,852,22005,1.108057,28.125,29,55
2024-08-26 07:09:03,858,21925,1.104028,28.0625,29,56
2024-08-26 07:09:24,853,21989,1.107251,28.0625,29,56
2024-08-26 07:09:45,866,22005,1.108057,28.125,29,56
2024-08-26 07:10:07,870,21989,1.107251,28.1875,30,56
2024-08-26 07:10:28,861,22021,1.108862,28.1875,30,56
2024-08-26 07:10:49,868,21973,1.106445,28.125,30,56
2024-08-26 07:11:10,864,22053,1.110474,28.1875,30,57
2024-08-26 07:11:31,850,22069,1.111279,28.25,30,57
2024-08-26 07:11:52,851,22037,1.109668,28.1875,30,57
2024-08-26 07:12:14,841,22069,1.111279,28.25,30,57
2024-08-26 07:12:35,852,22117,1.113696,28.25,30,58
2024-08-26 07:12:56,860,22149,1.115308,28.3125,30,58
2024-08-26 07:13:17,868,22197,1.117725,28.3125,30,59
2024-08-26 07:13:38,869,22213,1.118531,28.3125,30,59
2024-08-26 07:14:00,868,22117,1.113696,28.3125,30,59
2024-08-26 07:14:21,847,22117,1.113696,28.375,30,60
2024-08-26 07:14:42,831,22165,1.116114,28.5,30,59
2024-08-26 07:15:03,828,22197,1.117725,28.5,30,59
2024-08-26 07:15:24,840,22165,1.116114,28.5,30,58
2024-08-26 07:15:45,867,22117,1.113696,28.4375,30,58
2024-08-26 07:16:07,860,22197,1.117725,28.5,30,58
2024-08-26 07:16:28,876,22101,1.112891,28.4375,30,58
2024-08-26 07:16:49,863,22149,1.115308,28.375,30,57
2024-08-26 07:17:10,849,22309,1.123365,28.3125,30,57
2024-08-26 07:17:31,854,22085,1.112085,28.375,30,57
2024-08-26 07:17:53,858,22101,1.112891,28.25,30,57
2024-08-26 07:18:14,856,22341,1.124976,28.375,30,57
2024-08-26 07:18:35,919,22309,1.123365,28.375,30,59
2024-08-26 07:18:56,960,22485,1.132227,28.375,30,57
2024-08-26 07:19:17,962,22245,1.120142,28.4375,30,57
2024-08-26 07:19:39,911,22229,1.119336,28.4375,30,57
2024-08-26 07:20:00,894,22213,1.118531,28.4375,30,56
2024-08-26 07:20:21,882,22165,1.116114,28.4375,30,56
2024-08-26 07:20:42,882,22453,1.130616,28.4375,30,56
2024-08-26 07:21:03,868,22133,1.114502,28.4375,30,56
2024-08-26 07:21:24,871,22149,1.115308,28.375,29,57
2024-08-26 07:21:46,879,22165,1.116114,28.375,29,57
2024-08-26 07:22:07,870,22165,1.116114,28.375,29,57
2024-08-26 07:22:28,879,22421,1.129004,28.3125,29,57
2024-08-26 07:22:49,880,22197,1.117725,28.375,29,57
2024-08-26 07:23:10,896,22037,1.109668,28.3125,29,57
2024-08-26 07:23:32,898,22005,1.108057,28.375,29,56
2024-08-26 07:23:53,895,22037,1.109668,28.375,29,56
2024-08-26 07:24:14,900,22021,1.108862,28.3125,29,56
2024-08-26 07:24:35,875,22037,1.109668,28.375,29,56
2024-08-26 07:24:56,864,21989,1.107251,28.3125,29,56
2024-08-26 07:25:17,847,21957,1.10564,28.3125,29,56
2024-08-26 07:25:39,865,22085,1.112085,28.3125,29,56
2024-08-26 07:26:00,866,22069,1.111279,28.1875,29,56
2024-08-26 07:26:21,875,22021,1.108862,28.1875,29,55
2024-08-26 07:26:42,882,22021,1.108862,28.0625,29,56
2024-08-26 07:27:03,882,22005,1.108057,28.0,29,55
2024-08-26 07:27:25,868,21957,1.10564,28.125,29,55
2024-08-26 07:27:46,865,22245,1.120142,28.125,29,55
2024-08-26 07:28:07,866,21925,1.104028,28.1875,29,55
2024-08-26 07:28:28,870,21989,1.107251,28.1875,29,54
2024-08-26 07:28:49,871,21909,1.103223,28.1875,29,54
2024-08-26 07:29:11,870,21941,1.104834,28.1875,29,54
2024-08-26 07:29:32,859,22149,1.115308,28.125,29,54
2024-08-26 07:29:53,843,21893,1.102417,28.1875,29,54
2024-08-26 07:30:14,830,21909,1.103223,28.125,29,54
2024-08-26 07:30:35,845,21893,1.102417,28.125,29,54
2024-08-26 07:30:56,856,21909,1.103223,28.0625,29,54
2024-08-26 07:31:18,850,22101,1.112891,28.0,29,53
2024-08-26 07:31:39,862,21877,1.101611,28.0625,29,54
2024-08-26 07:32:00,848,21893,1.102417,28.0625,29,53
2024-08-26 07:32:21,862,21813,1.098389,28.0,29,53
2024-08-26 07:32:43,867,21829,1.099194,28.0625,29,53
2024-08-26 07:33:04,891,21829,1.099194,28.0625,29,53
